label,code
SE,Sequential Conv2D 64 kernel_size 3 3 strides 2 2 input_shape 128 128 1 padding same kernel_initializer glorot_uniform activation relu MaxPool2D pool_size 8 8 padding same Conv2D 128 kernel_size 3 3 strides 1 1 activation relu padding same kernel_initializer glorot_uniform Flatten Dense 6 activation softmax compile (' SGD loss categorical_crossentropy metrics [' accuracy fit x X_train y Y_train batch_size 128 epochs 10 validation_split 0 2 
SE,Sequential Conv2D 64 kernel_size 3 3 strides 1 1 input_shape 128 128 1 padding same kernel_initializer glorot_uniform activation relu MaxPool2D pool_size 8 8 padding same Conv2D 128 kernel_size 3 3 strides 3 3 activation relu padding same kernel_initializer glorot_uniform Flatten Dense 6 activation softmax compile (' SGD loss categorical_crossentropy metrics [' accuracy fit x X_train y Y_train batch_size 128 epochs 10 validation_split 0 2 
SE,"keras models Sequential keras layers Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3 ))) keras layers MaxPooling2D pool_size 2 2 padding same keras layers Dropout (. 25 keras layers Conv2D 128 kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform activation relu keras layers MaxPooling2D pool_size 2 2 padding same keras layers Dropout (. 25 keras layers Conv2D 256 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers MaxPooling2D pool_size 2 2 padding same keras layers Dropout (. 25 keras layers Flatten keras layers Dense 1024 activation relu keras layers Dropout (. 25 keras layers Dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history [' loss '][- 1 ] last_epoch_acc result history [' accuracy '][- 1 ] print ("" Final Result : loss ={ 0 } : accuracy ={ 1 } : fileName : { 2 }"". format last_epoch_loss last_epoch_acc os path basename __file__ ))) "
SE,Sequential Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 200 200 3 activation relu Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 3 3 padding same Dropout 0 30 Conv2D 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu Conv2D 32 kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 3 3 padding same Dropout 0 25 Flatten Dense 32 activation relu Dense 32 activation relu Dense units 1 activation sigmoid compile optimizer adam loss binary_crossentropy metrics accuracy history fit train epochs 30 validation_data test callbacks =[ es ]) 
SE,Sequential Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 200 200 3 activation relu Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 3 3 padding same Dropout 0 30 Conv2D 32 kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform activation relu Conv2D 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 3 3 padding same Dropout 0 25 Flatten Dense 32 activation relu Dense 32 activation relu Dense units 1 activation sigmoid compile optimizer adam loss binary_crossentropy metrics accuracy history fit train epochs 30 validation_data test callbacks =[ es ]) 
SE,"Sequential Conv2D 64 kernel_size 5 5 strides 3 3 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 Conv2D 64 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same Conv2D 64 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 Conv2D 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same BatchNormalization Dropout 0 3 Flatten Dense 300 activation "" elu BatchNormalization Dropout 0 3 Dense 200 activation "" elu BatchNormalization Dropout 0 3 Dense 100 activation "" elu BatchNormalization Dropout 0 3 Dense 10 activation "" softmax compile loss sparse_categorical_crossentropy optimizer rmsprop metrics acc early_stopping EarlyStopping min_delta 0 0002 mode min patience 20 restore_best_weights True print ("" Num GPUs Available : len tf config list_physical_devices (' GPU '))) history fit X_tr y_tr validation_data X_val y_val verbose 1 epochs 50 batch_size 16 callbacks =[ early_stopping ])  "
SE,Sequential Conv2D 64 kernel_size 3 3 strides 2 2 padding same activation relu kernel_initializer glorot_uniform input_shape 28 28 1 MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 1 1 padding same activation relu kernel_initializer glorot_uniform MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 1 1 padding same activation relu kernel_initializer glorot_uniform MaxPooling2D pool_size 2 2 padding same Flatten Dense 6 activation relu Dropout 0 20 Dense num_classes activation softmax compile loss keras losses categorical_crossentropy optimizer keras optimizers Adam metrics accuracy history fit x_train y_train validation_data x_test y_test epochs epochs batch_size batch_size 
SE,Sequential Conv2D 256 kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform input_shape 28 28 3 activation relu MaxPooling2D pool_size 2 2 padding same BatchNormalization Conv2D 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Dropout 0 2 Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu Conv2D 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu Flatten Dense 24 activation relu Dropout 0 2 Dense 12 activation relu Dropout 0 2 Dense len Label activation softmax compile optimizer adam loss keras losses SparseCategoricalCrossentropy metrics accuracy history fit X_tr y_smote epochs 50 batch_size 32 validation_split 0 2 shuffle True 
SE,"Sequential Conv2D 64 kernel_size 5 5 strides 4 4 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 Conv2D 64 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same Conv2D 64 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 Conv2D 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same BatchNormalization Dropout 0 3 Flatten Dense 300 activation "" elu BatchNormalization Dropout 0 3 Dense 200 activation "" elu BatchNormalization Dropout 0 3 Dense 100 activation "" elu BatchNormalization Dropout 0 3 Dense 10 activation "" softmax compile loss sparse_categorical_crossentropy optimizer rmsprop metrics acc early_stopping EarlyStopping min_delta 0 0002 mode min patience 20 restore_best_weights True print ("" Num GPUs Available : len tf config list_physical_devices (' GPU '))) history fit X_tr y_tr validation_data X_val y_val verbose 1 epochs 50 batch_size 16 callbacks =[ early_stopping ])  "
SE,model1 Sequential model1 Conv2D 32 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 MaxPool2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 4 4 strides 2 2 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 MaxPool2D pool_size 2 2 padding same model1 Flatten model1 Dense 256 activation relu model1 Dense 10 activation softmax model1 compile loss categorical_crossentropy optimizer adam metrics accuracy history1 model1 fit x_train y_train_cat epochs 20 validation_data x_test y_test_cat 
SE,"Sequential Conv2D 32 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3 ))) MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Flatten Dense 100 activation relu Dropout 0 25 Dense 2 activation softmax compile loss categorical_crossentropy optimizer Adam metrics accuracy history fit X_train y_train epochs 20 scores evaluate X_test y_test verbose 0 print ("" Test Accuracy :""+""% s : %. 2f %%"" % metrics_names [ 1 ], scores [ 1 ]* 100 "
SE,"cnn Sequential cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 150 150 3 ))) cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 3 3 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Flatten cnn Dropout 0 2 cnn Dense 512 activation relu cnn Dense 3 activation softmax cnn compile optimizer adam loss categorical_crossentropy metrics =["" accuracy ""]) history cnn fit train_generator validation_data test_generator epochs 10 steps_per_epoch 20 validation_steps 3 callbacks =[ callback ]) "
SE,cnn tf keras models Sequential cnn tf keras layers Conv2D 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape =[ 150 150 3 ])) cnn tf keras layers MaxPool2D pool_size 2 2 strides 2 2 padding same cnn tf keras layers Conv2D 32 kernel_size 3 3 strides 4 4 padding same kernel_initializer glorot_uniform activation relu cnn tf keras layers MaxPool2D pool_size 2 2 strides 2 2 padding same cnn tf keras layers Flatten cnn tf keras layers Dense 128 activation relu cnn tf keras layers Dense 8 activation softmax cnn compile optimizer adam loss categorical_crossentropy metrics [' accuracy cnn fit x train_gen validation_data val_gen epochs 15 
SE,cnn tf keras models Sequential cnn tf keras layers Conv2D 32 kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform activation relu input_shape =[ 150 150 3 ])) cnn tf keras layers MaxPool2D pool_size 2 2 strides 2 2 padding same cnn tf keras layers Conv2D 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu cnn tf keras layers MaxPool2D pool_size 2 2 strides 2 2 padding same cnn tf keras layers Flatten cnn tf keras layers Dense 128 activation relu cnn tf keras layers Dense 8 activation softmax cnn compile optimizer adam loss categorical_crossentropy metrics [' accuracy cnn fit x train_gen validation_data val_gen epochs 15 
SE,"cnn Sequential cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 150 150 3 ))) cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 4 4 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Flatten cnn Dropout 0 2 cnn Dense 512 activation relu cnn Dense 3 activation softmax cnn compile optimizer adam loss categorical_crossentropy metrics =["" accuracy ""]) history cnn fit train_generator validation_data test_generator epochs 10 steps_per_epoch 20 validation_steps 3 callbacks =[ callback ]) "
SE,"Sequential Conv2D 32 kernel_size 5 5 strides 3 3 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3 ))) MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 3 3 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 3 3 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Flatten Dense 100 activation relu Dropout 0 25 Dense 2 activation softmax compile loss categorical_crossentropy optimizer Adam metrics accuracy history fit X_train y_train epochs 20 scores evaluate X_test y_test verbose 0 print ("" Test Accuracy :""+""% s : %. 2f %%"" % metrics_names [ 1 ], scores [ 1 ]* 100 "
SE,model1 Sequential model1 Conv2D 32 kernel_size 4 4 strides 4 4 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 MaxPool2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 4 4 strides 4 4 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 MaxPool2D pool_size 2 2 padding same model1 Flatten model1 Dense 256 activation relu model1 Dense 10 activation softmax model1 compile loss categorical_crossentropy optimizer adam metrics accuracy history1 model1 fit x_train y_train_cat epochs 20 validation_data x_test y_test_cat 
SE,"Sequential Conv2D 64 kernel_size 5 5 strides 3 3 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 Conv2D 64 kernel_size 5 5 strides 3 3 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same Conv2D 64 kernel_size 5 5 strides 3 3 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 Conv2D 32 kernel_size 3 3 strides 3 3 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same BatchNormalization Dropout 0 3 Flatten Dense 300 activation "" elu BatchNormalization Dropout 0 3 Dense 200 activation "" elu BatchNormalization Dropout 0 3 Dense 100 activation "" elu BatchNormalization Dropout 0 3 Dense 10 activation "" softmax compile loss sparse_categorical_crossentropy optimizer rmsprop metrics acc early_stopping EarlyStopping min_delta 0 0002 mode min patience 20 restore_best_weights True print ("" Num GPUs Available : len tf config list_physical_devices (' GPU '))) history fit X_tr y_tr validation_data X_val y_val verbose 1 epochs 50 batch_size 16 callbacks =[ early_stopping ])  "
SE,model1 Sequential model1 Conv2D 32 kernel_size 4 4 strides 2 2 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 MaxPool2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 4 4 strides 2 2 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 MaxPool2D pool_size 2 2 padding same model1 Flatten model1 Dense 256 activation relu model1 Dense 10 activation softmax model1 compile loss categorical_crossentropy optimizer adam metrics accuracy history1 model1 fit x_train y_train_cat epochs 20 validation_data x_test y_test_cat 
SE,"Sequential Conv2D 64 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 Conv2D 64 kernel_size 5 5 strides 2 2 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same Conv2D 64 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 Conv2D 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same BatchNormalization Dropout 0 3 Flatten Dense 300 activation "" elu BatchNormalization Dropout 0 3 Dense 200 activation "" elu BatchNormalization Dropout 0 3 Dense 100 activation "" elu BatchNormalization Dropout 0 3 Dense 10 activation "" softmax compile loss sparse_categorical_crossentropy optimizer rmsprop metrics acc early_stopping EarlyStopping min_delta 0 0002 mode min patience 20 restore_best_weights True print ("" Num GPUs Available : len tf config list_physical_devices (' GPU '))) history fit X_tr y_tr validation_data X_val y_val verbose 1 epochs 50 batch_size 16 callbacks =[ early_stopping ])  "
SE,"cnn Sequential cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 150 150 3 ))) cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Flatten cnn Dropout 0 2 cnn Dense 512 activation relu cnn Dense 3 activation softmax cnn compile optimizer adam loss categorical_crossentropy metrics =["" accuracy ""]) history cnn fit train_generator validation_data test_generator epochs 10 steps_per_epoch 20 validation_steps 3 callbacks =[ callback ]) "
SE,"Sequential Conv2D 32 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3 ))) MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 4 4 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Flatten Dense 100 activation relu Dropout 0 25 Dense 2 activation softmax compile loss categorical_crossentropy optimizer Adam metrics accuracy history fit X_train y_train epochs 20 scores evaluate X_test y_test verbose 0 print ("" Test Accuracy :""+""% s : %. 2f %%"" % metrics_names [ 1 ], scores [ 1 ]* 100 "
SE,"Sequential Conv2D 32 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3 ))) MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 3 3 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Flatten Dense 100 activation relu Dropout 0 25 Dense 2 activation softmax compile loss categorical_crossentropy optimizer Adam metrics accuracy history fit X_train y_train epochs 20 scores evaluate X_test y_test verbose 0 print ("" Test Accuracy :""+""% s : %. 2f %%"" % metrics_names [ 1 ], scores [ 1 ]* 100 "
SE,"cnn Sequential cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 150 150 3 ))) cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 64 activation relu kernel_size 3 3 strides 4 4 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Flatten cnn Dropout 0 2 cnn Dense 512 activation relu cnn Dense 3 activation softmax cnn compile optimizer adam loss categorical_crossentropy metrics =["" accuracy ""]) history cnn fit train_generator validation_data test_generator epochs 10 steps_per_epoch 20 validation_steps 3 callbacks =[ callback ]) "
SE,"Sequential Conv2D 64 kernel_size 5 5 strides 4 4 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 Conv2D 64 kernel_size 5 5 strides 4 4 padding same kernel_initializer glorot_uniform activation elu input_shape 28 28 1 ))) BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same Conv2D 64 kernel_size 5 5 strides 4 4 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 Conv2D 32 kernel_size 3 3 strides 4 4 padding same kernel_initializer glorot_uniform activation elu BatchNormalization Dropout 0 3 AvgPool2D pool_size 2 2 padding same BatchNormalization Dropout 0 3 Flatten Dense 300 activation "" elu BatchNormalization Dropout 0 3 Dense 200 activation "" elu BatchNormalization Dropout 0 3 Dense 100 activation "" elu BatchNormalization Dropout 0 3 Dense 10 activation "" softmax compile loss sparse_categorical_crossentropy optimizer rmsprop metrics acc early_stopping EarlyStopping min_delta 0 0002 mode min patience 20 restore_best_weights True print ("" Num GPUs Available : len tf config list_physical_devices (' GPU '))) history fit X_tr y_tr validation_data X_val y_val verbose 1 epochs 50 batch_size 16 callbacks =[ early_stopping ])  "
SE,model1 Sequential model1 Conv2D 32 kernel_size 4 4 strides 2 2 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 MaxPool2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 MaxPool2D pool_size 2 2 padding same model1 Flatten model1 Dense 256 activation relu model1 Dense 10 activation softmax model1 compile loss categorical_crossentropy optimizer adam metrics accuracy history1 model1 fit x_train y_train_cat epochs 20 validation_data x_test y_test_cat 
SE,model1 Sequential model1 Conv2D 16 kernel_size 3 3 strides 4 4 padding same activation relu kernel_initializer he_uniform input_shape 28 28 1 ))) model1 MaxPooling2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 3 3 strides 4 4 padding same activation relu kernel_initializer he_uniform model1 MaxPooling2D pool_size 2 2 padding same model1 Flatten model1 Dense 100 activation relu kernel_initializer he_uniform model1 Dense 64 activation relu kernel_initializer he_uniform model1 Dense 10 activation softmax model1 compile optimizer Adam loss categorical_crossentropy metrics accuracy history1 model1 fit x_train y_train batch_size 32 epochs 10 validation_data x_val y_val 
SE,model1 Sequential model1 Conv2D 16 kernel_size 3 3 strides 3 3 padding same activation relu kernel_initializer he_uniform input_shape 28 28 1 ))) model1 MaxPooling2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 3 3 strides 1 1 padding same activation relu kernel_initializer he_uniform model1 MaxPooling2D pool_size 2 2 padding same model1 Flatten model1 Dense 100 activation relu kernel_initializer he_uniform model1 Dense 64 activation relu kernel_initializer he_uniform model1 Dense 10 activation softmax model1 compile optimizer Adam loss categorical_crossentropy metrics accuracy history1 model1 fit x_train y_train batch_size 32 epochs 10 validation_data x_val y_val 
SE,"cnn Sequential cnn Conv2D 64 activation relu kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform input_shape 150 150 3 ))) cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Flatten cnn Dropout 0 2 cnn Dense 512 activation relu cnn Dense 3 activation softmax cnn compile optimizer adam loss categorical_crossentropy metrics =["" accuracy ""]) history cnn fit train_generator validation_data test_generator epochs 10 steps_per_epoch 20 validation_steps 3 callbacks =[ callback ]) "
SE,"Sequential Conv2D 32 kernel_size 5 5 strides 4 4 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3 ))) MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Flatten Dense 100 activation relu Dropout 0 25 Dense 2 activation softmax compile loss categorical_crossentropy optimizer Adam metrics accuracy history fit X_train y_train epochs 20 scores evaluate X_test y_test verbose 0 print ("" Test Accuracy :""+""% s : %. 2f %%"" % metrics_names [ 1 ], scores [ 1 ]* 100 "
SE,"Sequential Conv2D 32 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3 ))) MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 2 2 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Conv2D 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu MaxPooling2D pool_size 2 2 padding same Flatten Dense 100 activation relu Dropout 0 25 Dense 2 activation softmax compile loss categorical_crossentropy optimizer Adam metrics accuracy history fit X_train y_train epochs 20 scores evaluate X_test y_test verbose 0 print ("" Test Accuracy :""+""% s : %. 2f %%"" % metrics_names [ 1 ], scores [ 1 ]* 100 "
SE,"cnn Sequential cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 150 150 3 ))) cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 64 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 4 4 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Conv2D 128 activation relu kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform cnn MaxPool2D pool_size 2 2 strides 2 2 padding same cnn Flatten cnn Dropout 0 2 cnn Dense 512 activation relu cnn Dense 3 activation softmax cnn compile optimizer adam loss categorical_crossentropy metrics =["" accuracy ""]) history cnn fit train_generator validation_data test_generator epochs 10 steps_per_epoch 20 validation_steps 3 callbacks =[ callback ]) "
SE,model1 Sequential model1 Conv2D 16 kernel_size 3 3 strides 2 2 padding same activation relu kernel_initializer he_uniform input_shape 28 28 1 ))) model1 MaxPooling2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 3 3 strides 1 1 padding same activation relu kernel_initializer he_uniform model1 MaxPooling2D pool_size 2 2 padding same model1 Flatten model1 Dense 100 activation relu kernel_initializer he_uniform model1 Dense 64 activation relu kernel_initializer he_uniform model1 Dense 10 activation softmax model1 compile optimizer Adam loss categorical_crossentropy metrics accuracy history1 model1 fit x_train y_train batch_size 32 epochs 10 validation_data x_val y_val 
SE,model1 Sequential model1 Conv2D 16 kernel_size 3 3 strides 3 3 padding same activation relu kernel_initializer he_uniform input_shape 28 28 1 ))) model1 MaxPooling2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 3 3 strides 3 3 padding same activation relu kernel_initializer he_uniform model1 MaxPooling2D pool_size 2 2 padding same model1 Flatten model1 Dense 100 activation relu kernel_initializer he_uniform model1 Dense 64 activation relu kernel_initializer he_uniform model1 Dense 10 activation softmax model1 compile optimizer Adam loss categorical_crossentropy metrics accuracy history1 model1 fit x_train y_train batch_size 32 epochs 10 validation_data x_val y_val 
SE,model1 Sequential model1 Conv2D 16 kernel_size 3 3 strides 2 2 padding same activation relu kernel_initializer he_uniform input_shape 28 28 1 ))) model1 MaxPooling2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 3 3 strides 2 2 padding same activation relu kernel_initializer he_uniform model1 MaxPooling2D pool_size 2 2 padding same model1 Flatten model1 Dense 100 activation relu kernel_initializer he_uniform model1 Dense 64 activation relu kernel_initializer he_uniform model1 Dense 10 activation softmax model1 compile optimizer Adam loss categorical_crossentropy metrics accuracy history1 model1 fit x_train y_train batch_size 32 epochs 10 validation_data x_val y_val 
SE,model1 Sequential model1 Conv2D 16 kernel_size 3 3 strides 1 1 padding same activation relu kernel_initializer he_uniform input_shape 28 28 1 ))) model1 MaxPooling2D pool_size 2 2 padding same model1 Conv2D 32 kernel_size 3 3 strides 2 2 padding same activation relu kernel_initializer he_uniform model1 MaxPooling2D pool_size 2 2 padding same model1 Flatten model1 Dense 100 activation relu kernel_initializer he_uniform model1 Dense 64 activation relu kernel_initializer he_uniform model1 Dense 10 activation softmax model1 compile optimizer Adam loss categorical_crossentropy metrics accuracy history1 model1 fit x_train y_train batch_size 32 epochs 10 validation_data x_val y_val 
